"user_id","hotel_hunter_index","average_bags_scaled","cancellation_rate_scaled","bargain_hunter_index","combined_booking_scaled","session_intensity_index"
"438985","0.00033167309219643787","0.06666666666666667","0.25","0.005293284169479583","1","0.5097752211981567"
"440212","","0.2","0","0.007254035716293107","1","0.3577188940092165"
"441982","","0.08","0","0.0027980132623992723","0.6","0.4199308755760368"
"442718","0.00016678510220290098","0.05","0","0.0013541527219388184","0.5","0.43202764976958524"
"446138","0.0011098106424779499","0","0.25","0.0016910802449484547","0.75","0.2955069124423963"
"448295","","0.1","0","","1","0.2747695852534562"
"450164","","0.1","0","","1","0.5460829493087558"
"450193","","0.1","0","0.002380130899537144","1","0.38536866359447003"
"452594","","0.06666666666666667","0","0.0007157207430134227","0.75","0.43894009216589863"
"452612","0.0007037459468174679","0.3","0.3333333333333333","","1","0.49922370103686636"
"453168","","0.1","0","0.00044346488024607874","0.75","0.26267281105990786"
"456663","","0.3","0","0.0020831249472691624","1","0.4631336405529954"
"458814","","0","0","0.0028506719373518484","0.5","0.3922811059907834"
"458919","","0.3","0","","1","0.2782258064516129"
"460072","0.00015122924143531926","0","0","","0.5","0.3577188940092165"
"463783","","0.13333333333333333","0","","0.25","0.4026497695852535"
"463867","","0.2","0","","1","0.4942396313364055"
"464239","","0.06666666666666667","0","","1","0.2747695852534562"
"465531","","0","0","","1","0.4406682027649769"
"467092","","0","0.5","","1","0.3317972350230415"
"467339","","0.26666666666666666","0","","0.6666666666666666","0.4285714285714286"
"468832","","0.15","0.16666666666666666","","0.6666666666666666","0.22706513709677417"
"469440","","0.06666666666666667","0.2","","0.6","0.361863724078341"
"469464","0.00047085590077689725","0.3","0","","0.25","0.5495391705069124"
"469699","","0.4","0","","0.5","0.39573732718894006"
"469824","0.00029399880171104517","0.2","0","","0.6666666666666666","0.4182027649769585"
"471161","0.005777912469171926","0.3","0","0.002406304263947266","1","0.4544930875576037"
"471186","0.004761108556619153","0","0","","1","0.3542626728110599"
"471687","","0.1","0","","1","0.3369815668202765"
"471935","","0","0","","0.6666666666666666","0.5046082949308756"
"471946","","","0","","0","0.32661290322580644"
"472394","","0.2","0","","0.5","0.41129032258064513"
"473847","0.0008924465995067509","0.2","0","0.14833065837135592","1","0.46140552995391704"
"474007","","0","0","","1","0.46486175115207373"
"474239","","0.2","0.5","","0.5","0.3762391589861751"
"475531","","0.15","0","","0.75","0.5426267281105991"
"476104","","0.23333333333333334","0","","0.8571428571428571","0.5288018433179723"
"476124","","0.13333333333333333","0","0.00031079093443632587","1","0.35253456221198154"
"476535","0.00010101854561161504","0.15","0","","0.75","0.4683179723502304"
"476742","0.00483425991723446","0.2","0","","0","0.4216589861751152"
"477285","0.004047360280901224","0.1","0","","1","0.4752304147465438"
"477597","","0","0","0.0072886597229913225","1","0.39746543778801846"
"477730","0.00028800735693683904","0","0","","1","0.40437788018433174"
"478291","","0.2","0","","1","0.4907834101382489"
"479078","","0","0","","1","0.41301843317972353"
"481772","","0.2","0","0.01873281547464002","0","0.4544930875576037"
"482335","","","0","","0","0.6549539170506913"
"482424","","0.13333333333333333","0","0.0008452580979012382","0.75","0.6480414746543779"
"482602","","0.1","0","","0.5","0.37845622119815664"
"482621","","0.2","0","","0.5","0.34389400921658986"
"483345","","0.08","0","","1","0.456221198156682"
"483483","","0.1","0","","1","0.4544930875576037"
"483525","","0.2","0","","1","0.32661290322580644"
"483982","","0.1","0","","1","0.3456221198156682"
"484418","","0.13333333333333333","0","","1","0.24366359447004607"
"485393","0.00021360197299669773","0","0.5","","1","0.3577188940092165"
"485505","","0.2","0","0.002890328907291509","1","0.47868663594470046"
"485658","","0.2","0.25","","1","0.30241935483870963"
"485780","0.0006562722066630439","0.1","0","","0.6666666666666666","0.39055299539170507"
"485891","0.00020691384859758391","0","0.3333333333333333","","0.6666666666666666","0.4707810051843318"
"486261","","0","0","0.006656417115436002","0.5","0.36290322580645157"
"486366","","0.2","0","","0.3333333333333333","0.31451612903225806"
"487002","","0","0","","1","0.40264976958525345"
"487453","0.0007137900764954228","0.1","0.14285714285714285","","0.8571428571428571","0.30414746543778803"
"487637","0.0002772784907132606","0.1","0","","0.6666666666666666","0.4302995391705069"
"488827","0.001589683568114367","0.06666666666666667","0","0.0012106558969686803","0.6666666666666666","0.5046082949308756"
"488865","","0.2","0","","1","0.44585253456221197"
"488870","","0.2","0.25","","0.75","0.4890552995391705"
"489096","","0","0","","1","0.41301843317972353"
"489730","","0.1","0","","0.5","0.4285714285714286"
"489785","0.00025535630518283195","0.06666666666666667","0","0.002270080368303766","1","0.45622119815668205"
"490201","0.0007241984700915437","0.2","0","","1","0.45967741935483875"
"490348","","0.2","0","","1","0.3317972350230415"
"490576","0.005730886594490657","0.1","0","","1","0.4354838709677419"
"490608","","0.3","0","","0.5","0.34389400921658986"
"490629","","0.1","0","0.0002192451587904791","1","0.35944700460829493"
"491175","","0.1","0","","1","0.49942396313364057"
"491182","","0.12","0","0.0000014389000179368784","1","0.30241935483870963"
"491241","","0","0","0.0009472658258509474","0.6666666666666666","0.4199308755760368"
"491617","","0.26666666666666666","0","0.0008528570752648789","0.75","0.6756912442396312"
"492497","","0.2","0.5","","0.5","0.2557603686635945"
"493177","0.0010025916482046566","0.1","0","","1","0.46140552995391704"
"494463","","0.05","0","0.0016624080010780762","0.5","0.46140552995391704"
"494484","0.000971488069678096","0.2","0","0.017170220844230463","0.3333333333333333","0.32315668202764974"
"494630","","","0","","0","0.5288018433179724"
"494985","","0.06666666666666667","0","","0.8333333333333334","0.506336405529954"
"495029","0.00003436506226708124","0.13333333333333333","0.2","0.004306737011521163","0.8","0.33258077073732717"
"495727","","0.23333333333333334","0","","1","0.34907834101382484"
"496016","0.00016180384288481102","0.15","0","0.0005099017314621819","1","0.5132488479262672"
"496566","","0.13333333333333333","0","","0.25","0.4907834101382489"
"497077","0.0000015675291560423022","0.06666666666666667","0.3333333333333333","0.0006782686207724802","0.8333333333333334","0.4200654366359447"
"497225","","0.04","0","0.0028397206650528214","1","0.3058755760368663"
"497915","0.000539230029678552","0.2","0","","1","0.41301843317972353"
"498357","0.0002050626713085435","0.2","0","0.004582879351054877","0.8","0.3577188940092165"
"498574","","0.13333333333333333","0","","0.5","0.375"
"499252","","0.4","0","0.002044291444669591","1","0.42338709677419356"
"499313","","0.2","0","","1","0.3819124423963134"
"499366","","0.25","0","0.000779607927977839","0.75","0.41647465437788017"
"499375","0.00042519750867366134","0.12","0","","1","0.4838709677419355"
"499634","","0.2","0","","1","0.5011520737327189"
"499669","","0.2","0","","1","0.6082949308755762"
"499847","","0","0","","1","0.5132488479262672"
"500773","0.0016760579080104222","0","0","","0.75","0.3542626728110599"
"501087","","0.1","0","","1","0.5754608294930875"
"501512","0.021433348660285078","0.1","0","","1","0.4337557603686636"
"501764","","0.1","0","","1","0.32661290322580644"
"502435","","0.2","0","0.016321196418353903","1","0.4302995391705069"
"502609","","0","0","0.0001239532459225423","1","0.466589861751152"
"502626","","0.2","0","","1","0.5512672811059908"
"502799","","0.15","0","","1","0.34043778801843316"
"503042","0.022227563432679846","0.2","0","","1","0.5028801843317972"
"503973","","0.06666666666666667","0","0.007084497231162657","0.5","0.4717741935483871"
"504473","","0.2","0","","1","0.4009216589861751"
"504665","","0.4","0","0.0017790014224274787","0.5","0.558179723502304"
"504786","0.00018657080355027937","0.2","0","","0.3333333333333333","0.47177419354838707"
"504916","","0","0.5","","1","0.375"
"505062","0.002354390087951932","0.06666666666666667","0","","1","0.4354838709677419"
"505172","","0.4","0.3333333333333333","0.0017165653638070285","1","0.4302995391705069"
"505414","","0","0","","1","0.3577188940092165"
"505747","","0.2","0","","1","0.4475806451612903"
"505933","0.0008088450445178281","0","0.3333333333333333","","1","0.4421015547235023"
"506186","","0.1","0","","0.3333333333333333","0.5910138248847926"
"506250","","0.13333333333333333","0","","1","0.3680875576036866"
"506652","","0","0","","0.3333333333333333","0.46140552995391704"
"506858","","0.06666666666666667","0","0.0007645562806035506","1","0.5996543778801843"
"507376","","0.2","0","","0.5","0.2816820276497696"
"507431","0.0011738554051391068","0.13333333333333333","0","","0.75","0.34907834101382484"
"507531","","","0","","0","0.658410138248848"
"507732","0.000524577757146283","0.06666666666666667","0.16666666666666666","","0.6666666666666666","0.5041824107142857"
"508240","","0.13333333333333333","0","0.012586544713246325","1","0.4285714285714286"
"508625","","0.2","0.2","","0.6","0.4925115207373272"
"508848","","0.2","0","","1","0.3819124423963134"
"508857","","0.08","0","","1","0.35599078341013823"
"508860","0.003022196212849559","0.1","0","","1","0.30241935483870963"
"508877","0.00012993441678015214","0.16666666666666669","0","","0.8333333333333334","0.506336405529954"
"508938","","0.13333333333333333","0","","1","0.2557603686635945"
"508940","","0","0","0.000532205868870011","1","0.5167050691244239"
"508946","","0.06666666666666667","0","","0.75","0.37845622119815664"
"508973","","0.4","0","","1","0.5253456221198157"
"509162","","","0","","0","0.45622119815668205"
"509221","","0.2","0","0.00017965057724356008","0.75","0.39055299539170507"
"509341","","0","0","","0.5","0.2540322580645161"
"509353","","0","0","","1","0.3646313364055299"
"509411","0.0022467917903273","0.05","0","0.0023386498291448907","0.5","0.527073732718894"
"509454","","0.2","0","","0.5","0.43202764976958524"
"509467","","0.3","0","","1","0.5028801843317972"
"509516","0.0010910002926054422","0.2","0","","0.6666666666666666","0.451036866359447"
"509626","0.0005186392763201691","0.2","0","","1","0.2799539170506912"
"509635","","0","0","","1","0.233294930875576"
"509638","","0","0","","0","0.3542626728110599"
"509645","0.00013450893043753472","0.05","0.2","0.0012227038303479023","1","0.42652582603686634"
"509749","0.000006301545780180083","0.13333333333333333","0","0.003433127124201572","0.8571428571428571","0.2782258064516129"
"509765","0.008115620950549681","0.05","0","","1","0.3940092165898617"
"509822","","0.06666666666666667","0","","1","0.4683179723502304"
"509826","","0","0","","1","0.41301843317972353"
"509892","","","0","","0","0.3577188940092165"
"509990","0.02129331605567863","0","0","0.0021601447842860997","1","0.3456221198156682"
"510044","0.007359424980542733","0.06666666666666667","0","0.0066929594842891175","1","0.4009216589861751"
"510094","","0.4","0","","1","0.34389400921658986"
"510108","","0.2","0.25","","0.75","0.44758064516129037"
"510114","","0.06666666666666667","0","0.0027863161994558768","0.8333333333333334","0.49942396313364057"
"510155","","0","0","","0.25","0.3819124423963134"
"510156","","0.1","0","","0.8","0.3646313364055299"
"510195","","0.13333333333333333","0","0.003517982354382573","0.75","0.4838709677419355"
"510215","0.00010659198261087653","0.2","0","","0.3333333333333333","0.3663594470046083"
"510227","","0.1","0","","1","0.3732718894009216"
"510316","","","0","","0","0.4216589861751152"
"510343","0.001408306194495218","0.12","0.16666666666666666","0.00019767952249563397","1","0.6641695023041476"
"510356","","0.1","0","0.000539806447056197","1","0.375"
"510449","","0.15","0","0.004160887797894629","0.75","0.41301843317972353"
"510537","0.0000724049181600492","0.25","0","","0.6","0.6255760368663595"
"510545","","","0","","0","0.4925115207373272"
"510558","","0.3","0.3333333333333333","0.018439658370809714","0.6666666666666666","0.47794568605990784"
"510610","0.003279270994440496","0","0","","1","0.3542626728110599"
"510676","","0.06666666666666667","0","","1","0.48559907834101385"
"510707","","0.2","0","","0.5","0.4216589861751152"
"510836","","0.12","0","","1","0.45794930875576034"
"510841","0.00007287473782306468","0.075","0.1111111111111111","","1","0.5396406860599079"
"510899","","0.1","0","","1","0.47868663594470046"
"510946","","0.13333333333333333","0","","1","0.4804147465437788"
"510960","","0.06666666666666667","0","","0.6666666666666666","0.37672811059907835"
"510972","","0.13333333333333333","0","0.003874230192521667","1","0.3836405529953917"
"511055","","0.1","0","0.004414249417000719","1","0.47177419354838707"
"511126","0.00023191071353927185","0.13333333333333333","0","","0.6","0.3611751152073732"
"511140","0.000017242820716465327","0","0","0.0008069723879627599","0.3333333333333333","0.3317972350230415"
"511142","","0.26666666666666666","0","","1","0.34907834101382484"
"511298","0.00005723018212844642","0.2","0","","0.75","0.3819124423963134"
"511331","0.0014361632459697084","0.11428571428571428","0.125","0.00036553648851151565","0.75","0.35599078341013823"
"511377","","","0","","0","0.28686635944700456"
"511399","","0.1","0","","0.5","0.3283410138248848"
"511418","0.0020858587969736237","0.1","0","0.013412077908155675","0.5","0.3680875576036866"
"511433","0.0012017723529657652","0.15","0","","0.6","0.40956221198156684"
"511469","","0.2","0","","0.3333333333333333","0.5858294930875576"
"511489","0.0008289094177151693","0.2","0","","0.3333333333333333","0.27649769585253453"
"511552","","0.2","0.5","0.03328789590999684","0.5","0.42203929665898615"
"511560","","0","0","0.0034987440619632174","1","0.3473502304147465"
"511568","","0","0","","0","0.3456221198156682"
"511577","","0","0","0.008100550837984178","0.5","0.4925115207373272"
"511680","","0.13333333333333333","0","","0.75","0.48559907834101385"
"511784","","0.4","0.5","0.015067214417791996","1","0.3931568052995391"
"511800","0.00045801709054645555","0.16666666666666669","0","","0.8571428571428571","0.3283410138248848"
"511805","","0.1","0","","1","0.5720046082949309"
"511809","","0","0","","0.5","0.37845622119815664"
"511936","","0.1","0","","0.3333333333333333","0.4216589861751152"
"511977","","0.1","0.3333333333333333","","0.6666666666666666","0.30069124423963134"
"511998","","0","0","","1","0.37845622119815664"
"512009","","0.2","0","","0.6666666666666666","0.40610599078341014"
"512028","","0.1","0","","1","0.37672811059907835"
"512078","","0.2","0","","1","0.4769585253456221"
"512201","0.00029957223871030663","0.15","0","","0.75","0.3542626728110599"
"512243","","0.1","0","0.002037095639329961","0.6666666666666666","0.4026497695852535"
"512294","","0.2","0","","0.8","0.4095622119815668"
"512295","0.00038292497954747675","0.08","0","0.0005570137241375005","0.8","0.37845622119815664"
"512301","0.00029399880171104517","0.25","0","","0.4","0.3197004608294931"
"512419","","0.4","0","","1","0.36981566820276496"
"512440","","0.13333333333333333","0","","1","0.5443548387096774"
"512447","","0.2","0","0.13828654899910112","0.5","0.3127880184331797"
"512495","","0.1","0","","0.6666666666666666","0.2782258064516129"
"512536","","0.1","0","","1","0.43202764976958524"
"512587","","0.2","0","","1","0.2782258064516129"
"512628","0.00024236412335730984","0.13333333333333333","0","","0.75","0.37845622119815664"
"512655","0.00123939305271078","0.05","0","0.02122099236308256","0.75","0.49942396313364057"
"512704","","0","0","0.0017965258925823372","0","0.35080645161290325"
"512780","0.001523258332604986","0.1","0","","0.6666666666666666","0.4717741935483871"
"512791","","0.2","0","0.006410066765495803","1","0.298963133640553"
"512846","0.000055966596534251086","0","0","","0.75","0.41301843317972353"
"512848","0.0003720269197007064","0","0","","0.6666666666666666","0.4182027649769585"
"512887","","0.13333333333333333","0","0.009069543467952246","1","0.3456221198156682"
"512888","","0.1","0","","0.6666666666666666","0.2540322580645161"
"512922","","0.2","0","","0.5","0.42338709677419356"
"512999","","0.13333333333333333","0","","0.6666666666666666","0.39573732718894006"
"513006","0.0001703381682899302","0.2","0","","1","0.48559907834101385"
"513026","","0.06666666666666667","0","0.0011543925420897916","1","0.5201612903225806"
"513058","","0.08","0","","0.3333333333333333","0.3663594470046083"
"513220","0.00012735303543312572","0.08","0","0.0027112849735980308","1","0.3248847926267281"
"513221","","0","0","","1","0.5495391705069124"
"513237","","0","0","","0.5","0.3542626728110599"
"513322","","0.2","0","","1","0.44239631336405527"
"513387","","0.05","0","","0.8","0.35944700460829493"
"513397","0.000049828426808738645","0.1","0","","0.6","0.3715437788018433"
"513441","","0.2","0.5","","0.5","0.46438033410138246"
"513495","0.0007104902739426247","0.2","0","","0.5","0.40264976958525345"
"513497","0.0013418049575722106","0","0","","0.5","0.4268433179723502"
"513569","0.0010627847677966808","0.2","0","","0.5","0.4043778801843318"
"513659","","0","0","","1","0.4182027649769585"
"513761","0.0008014495223457309","0.06666666666666667","0","","1","0.4838709677419355"
"513791","","0.1","0","0.0008628451779112158","1","0.42511520737327185"
"513796","","0.13333333333333333","0","","0.6666666666666666","0.2920506912442396"
"513826","","0.1","0","0.009434945768781351","0.5","0.4147465437788019"
"513844","","0.1","0","","0.3333333333333333","0.35944700460829493"
"513856","","0.2","0","0.020237944850275403","1","0.46140552995391704"
"513875","","0.2","0.2","","0.6","0.4268433179723502"
"513964","","0.08","0","","0.6","0.4821428571428571"
"514002","","0.08","0","","1","0.4337557603686636"
"514053","0.00006559033762733868","0","0","0.009067446548568402","0.5","0.37845622119815664"
"514132","","0.08","0","","0.8","0.4199308755760368"
"514133","","0.1","0","0.00029128659800349885","0.3333333333333333","0.3456221198156682"
"514164","0.000034311471526703734","0.06666666666666667","0","","0.75","0.24193548387096778"
"514210","0.0011265309534757345","0.06666666666666667","0","0.00008674067453569576","1","0.44239631336405527"
"514235","","0","0","","1","0.48559907834101385"
"514261","0.03376332399782636","0.13333333333333333","0","","1","0.42338709677419356"
"514337","0.001428165363875768","0.2","0","0.0003735391832857024","0.5","0.5892857142857143"
"514342","","0.2","0","","0.5","0.4216589861751152"
"514384","","0.2","0","","1","0.4216589861751152"
"514515","","0.2","0","","0.6666666666666666","0.44239631336405527"
"514589","","0.2","0","","1","0.4182027649769585"
"514623","","0.2","0","","1","0.380184331797235"
"514737","","0.15","0","0.0011932659802311155","1","0.4199308755760368"
"514867","","0.06666666666666667","0","","1","0.36981566820276496"
"515013","","0.1","0","0.0008518395129998387","0.5","0.4372119815668203"
"515202","","","0","","0","0.39573732718894006"
"515229","0.0023053964803745343","0.06666666666666667","0.16666666666666666","","0.6666666666666666","0.3636463116359447"
"515330","","0.06666666666666667","0","","1","0.39573732718894006"
"515344","0.000017018887979887854","0.13333333333333333","0","0.004797245878189659","0.6","0.4441244239631337"
"515478","","0","0","","1","0.4199308755760368"
"515502","0.017073527567612757","","0","","0","0.587557603686636"
"515586","","0.12","0","","0.6","0.3940092165898617"
"515645","","0.2","0","","0.3333333333333333","0.41647465437788017"
"515684","0.000029917413606750234","0.17142857142857143","0","0.0000954057372658659","0.7142857142857143","0.5201612903225806"
"515727","0.002191405760147139","0.05","0","","1","0.4804147465437788"
"515831","","0.1","0","","0.5","0.3317972350230415"
"515854","","","0","","0","0.3214285714285714"
"515874","","","0","","0","0.4182027649769585"
"515891","0.00014332843513966282","0.08","0","","0.8","0.47868663594470046"
"516001","","","0","","0","0.4147465437788019"
"516053","","0.08","0","0.00011058893494911777","0.6","0.4182027649769585"
"516086","0.0007879446557705972","","0","","0","0.4372119815668203"
"516216","","0.05","0","0.0006683783672295008","1","0.5028801843317972"
"516273","","0.1","0","","1","0.33698156682027647"
"516283","0.0033343584476385546","0.9","0.3333333333333333","0.001476013170567206","1","0.3352534562211982"
"516290","","0","0","","0.6666666666666666","0.19873271889400923"
"516301","","0.16","0.16666666666666666","","0.8333333333333334","0.43162813652073734"
"516351","","0.13333333333333333","0","","1","0.4441244239631337"
"516368","","0.6","0.5","","0.5","0.39573732718894006"
"516578","0.00040559048515949455","0.05","0","","1","0.41647465437788017"
"516594","","0.05","0","","1","0.33006912442396313"
"516682","","0.2","0","","0","0.31451612903225806"
"516732","","0.1","0","","0.6666666666666666","0.511520737327189"
"516806","0.000377260377043013","0.13333333333333333","0.14285714285714285","","0.8571428571428571","0.44405205587557606"
"516862","","0","0","","0","0.41647465437788017"
"516939","","0.2","0","0.16892803497903702","1","0.4890552995391705"
"517076","0.000013917200036391266","0","0","","0.4","0.43894009216589863"
"517467","","0.4","0","0.028588937489972762","0.5","0.521889400921659"
"517491","","0.1","0","","0.625","0.35599078341013823"
"517581","","0.13333333333333333","0","","1","0.2816820276497696"
"517674","","0.33333333333333337","0","","0.6666666666666666","0.5132488479262672"
"517675","0.00013591399858860906","0.2","0","0.0009756304847393197","1","0.4216589861751152"
"517739","","0.2","0","","1","0.37845622119815664"
"517871","","0","0","","1","0.4821428571428572"
"517931","0.000016956576261883692","0.13333333333333333","0","","0.6","0.5754608294930876"
"518015","0.0001337624879822765","0.05","0","0.0010338565239175015","1","0.5288018433179723"
"518121","0.001784495096370697","0.13333333333333333","0","0.005059411278169427","1","0.6964285714285714"
"518347","","0.05","0","","0.75","0.4216589861751152"
"518372","","0.1","0","0.00800092488205303","1","0.4285714285714286"
"518406","","0.06666666666666667","0","","1","0.3317972350230415"
"518450","","0","0","","0","0.45103686635944695"
"518567","","0.2","0","","1","0.4233870967741935"
"518579","","0.1","0","","0.6666666666666666","0.3819124423963134"
"518585","","0.13333333333333333","0","0.002309777504208176","1","0.4078341013824885"
"518694","","0","0","","0.5","0.2626728110599078"
"518735","","","0","","0","0.43894009216589863"
"518743","","0","0","","1","0.36981566820276496"
"518747","","0.1","0","0.0021018093214123963","1","0.380184331797235"
"518826","","0","0","","1","0.4009216589861751"
"518866","","0","0","","1","0.3611751152073733"
"518971","","0.1","0","0.016210517519766897","1","0.451036866359447"
"519059","0.001653220749905948","0.1","0","0.0042952598852154765","1","0.3611751152073733"
"519079","0.00007761644366585218","0.1","0","0.0001385279545509073","0.6","0.4285714285714286"
"519205","0.0007221084312168206","0.1","0","","1","0.5685483870967741"
"519254","0.00024165878056760424","0.06666666666666667","0","","0.8571428571428571","0.29723502304147464"
"519393","","0.1","0","","0.3333333333333333","0.33698156682027647"
"519469","0.0049547854923434895","0.1","0.25","","0.75","0.26440092165898615"
"519532","","0.26666666666666666","0","","1","0.5236175115207373"
"519726","","0","0","","1","0.4285714285714286"
"519747","0.00001451415885224354","0.06666666666666667","0.14285714285714285","0.00008355357464856408","1","0.38235102131336407"
"519787","","0.2","0.3333333333333333","","0.3333333333333333","0.4268433179723502"
"519799","","0.08","0","0.0017089405096487266","0.6","0.36290322580645157"
"519848","","0","0","","1","0.6428571428571429"
"519853","","0","0","0.000816975508375054","0.5","0.41129032258064513"
"519888","0.0014385438997736786","0.2","0","","0.75","0.2816820276497696"
"519911","","0.03333333333333333","0","0.00006454351351036016","1","0.43894009216589863"
"519961","","0.13333333333333333","0","","1","0.44758064516129037"
"519982","","0.2","0.5","","0.5","0.3680875576036866"
"520054","","0","0","","1","0.3214285714285714"
"520063","","0","0","","1","0.40956221198156684"
"520097","","0.1","0","0.001162550073746297","0.75","0.3197004608294931"
"520141","","0.1","0","","0.6666666666666666","0.31451612903225806"
"520152","","0.2","0","0.0003250899880171294","0.75","0.4804147465437788"
"520225","","0.12","0","0.002824205247212757","1","0.3870967741935484"
"520277","","0","0","","1","0.2713133640552995"
"520291","0.000021367897442892438","0.25","0","","1","0.6428571428571429"
"520397","","0.1","0.2","","0.6","0.44758064516129037"
"520411","","0.1","0","","1","0.6445852534562212"
"520436","","0.16","0","","0.8333333333333334","0.3732718894009216"
"520532","0.0006518308740542573","0.15","0","","1","0.5132488479262672"
"520556","0.00006541821677883208","0.15","0","0.00010606635933901054","0.6","0.4337557603686636"
"520680","","0","0","0.026685438626735444","1","0.3680875576036866"
"520719","","0.1","0","","1","0.25057603686635943"
"520762","","0.2","0","","0.5","0.375"
"520819","","0","0","","1","0.5201612903225806"
"520844","","0","0","","0.5","0.4959677419354839"
"520959","0.0203841491451741","0","0","","1","0.3352534562211982"
"521065","0.033686201563349075","0.2","0.2","0.0018600488968596386","0.6","0.4631336405529954"
"521152","","0","0","","1","0.4216589861751152"
"521295","0.0010251640680516657","0.1","0","0.013670917778326873","1","0.3732718894009216"
"521298","0.0015311624796221209","0.06666666666666667","0","","0.6666666666666666","0.4683179723502304"
"521316","0.00029502059849424305","0.1","0","0.0007334192529469016","0.6666666666666666","0.5357142857142857"
"521434","","0.25","0","0.001345476031480505","0.75","0.4752304147465438"
"521462","","0.2","0","","0.6666666666666666","0.39746543778801846"
"521509","","0.1","0","","1","0.36290322580645157"
"521609","","0.1","0","","1","0.506336405529954"
"521642","0.00005120595243071521","","0","","0","0.5149769585253456"
"521719","","0","0","","1","0.24711981566820276"
"521743","0.000007812764365036237","0.05714285714285714","0","","0.8571428571428571","0.4199308755760368"
"521748","0.0019434574816424915","0.1","0","","0.6666666666666666","0.4302995391705069"
"521768","","0.13333333333333333","0","","0.6666666666666666","0.3352534562211982"
"522005","0.00012449943568950385","0","0","","0.6","0.3214285714285714"
"522086","","0","0","0.012705784783672132","1","0.4959677419354838"
"522112","","0.1","0","","1","0.35599078341013823"
"522118","","0.13333333333333333","0","","0.6666666666666666","0.39746543778801846"
"522201","","","0","","0","0.48559907834101385"
"522427","","0.1","0","0.004577606246420697","0.6666666666666666","0.30069124423963134"
"522438","0.00020641223926765037","0.08","0","","1","0.4752304147465438"
"522476","","0.16","0","","0.8","0.34043778801843316"
"522631","","0.6","0","","1","0.4147465437788018"
