,user_id,gender,married,has_children,age,hotel_hunter_index,average_bags_scaled,cancellation_rate_scaled,bargain_hunter_index,combined_booking_scaled,session_intensity_index,rank_hotel_hunter,rank_ave_bags,rank_cancellation_rank,rank_bargain_hunter,rank_combined_booking,rank_session_activity,min,most_attractive_perk
26,561864,True,False,False,38,,0.1,0.0,,0.6666666666666666,0.4493087557603686,,2866.5,3069.0,,3514.5,1860.5,1860.5,Active Searcher
27,522687,True,True,True,44,,0.1333333333333333,0.0,,0.5,0.5080645161290323,,2063.0,3069.0,,4343.5,702.0,702.0,Active Searcher
28,541040,True,False,False,27,5.90629504227e-05,0.2,0.25,0.0002277859226262,0.75,0.4653726152073733,1468.0,913.5,319.5,1492.0,2995.5,1494.0,319.5,No Cancellation Fee
29,527928,False,True,False,35,,0.1,0.0,,1.0,0.4579493087557603,,2866.5,3069.0,,1233.0,1663.0,1233.0,Night Free Hotel with Flight
30,539209,False,True,False,48,0.0032834510721899,0.2,0.0,0.000525846571262,0.75,0.4510368663594469,227.0,913.5,3069.0,1323.0,2995.5,1823.0,227.0,Free Hotel Meal
31,523338,True,True,True,38,0.0002192129235142,0.2,0.0,,1.0,0.3594470046082949,1123.0,913.5,3069.0,,1233.0,4314.0,913.5,Free Checked Bag
32,515684,True,False,False,53,2.99174136067e-05,0.1714285714285714,0.0,9.54057372658e-05,0.7142857142857143,0.5201612903225806,1560.0,1527.0,3069.0,1637.0,3214.0,550.5,550.5,Active Searcher
33,516216,True,False,False,37,,0.05,0.0,0.0006683783672295,1.0,0.5028801843317972,,3951.0,3069.0,1253.0,1233.0,787.0,787.0,Active Searcher
34,512028,True,False,False,43,,0.1,0.0,,1.0,0.3767281105990783,,2866.5,3069.0,,1233.0,3840.0,1233.0,Night Free Hotel with Flight
35,768291,True,False,True,60,,0.4,0.0,0.0001874637267134,1.0,0.3611751152073733,,85.0,3069.0,1535.0,1233.0,4269.0,85.0,Free Checked Bag
36,545115,True,True,False,43,,0.2,0.0,,1.0,0.4994239631336405,,913.5,3069.0,,1233.0,833.0,833.0,Active Searcher
37,525996,False,False,False,45,2.6264821859e-05,0.1,0.0,,0.6666666666666666,0.4095622119815668,1575.0,2866.5,3069.0,,3514.5,2948.0,1575.0,Free Hotel Meal
38,553791,True,False,True,33,,0.2,0.0,0.0004581915360795,1.0,0.2868663594470045,,913.5,3069.0,1348.0,1233.0,5546.5,913.5,Free Checked Bag
39,499366,True,False,False,47,,0.25,0.0,0.0007796079279778,0.75,0.4164746543778801,,277.5,3069.0,1208.0,2995.5,2734.5,277.5,Free Checked Bag
40,542012,True,False,False,45,,0.2,0.0,0.0001822628554664,1.0,0.4544930875576037,,913.5,3069.0,1543.0,1233.0,1735.0,913.5,Free Checked Bag
41,528580,True,True,False,47,0.0007196700525296,0.2,0.0,,0.3333333333333333,0.4786866359447005,699.0,913.5,3069.0,,4862.5,1188.5,699.0,Free Hotel Meal
42,552944,False,False,False,52,0.0003211693070824,0.1333333333333333,0.0,,1.0,0.2263824884792626,986.0,2063.0,3069.0,,1233.0,5919.0,986.0,Free Hotel Meal
43,551088,True,False,False,45,,0.0,0.0,,0.6,0.5633640552995391,,4635.0,3069.0,,3890.0,227.5,227.5,Active Searcher
44,491617,True,False,False,52,,0.2666666666666666,0.0,0.0008528570752648,0.75,0.6756912442396312,,242.0,3069.0,1174.0,2995.5,10.0,10.0,Active Searcher
45,530720,True,True,False,42,0.0035342557371567,0.15,0.2,,0.6,0.3976148761520737,215.0,1704.5,460.0,,3890.0,3262.0,215.0,Free Hotel Meal
46,523981,True,False,False,51,,0.1,0.0,,0.6,0.2056451612903225,,2866.5,3069.0,,3890.0,5960.5,2866.5,Free Checked Bag
47,543900,True,False,False,38,0.0004349180894764,0.1,0.0,,1.0,0.2540322580645161,885.0,2866.5,3069.0,,1233.0,5798.0,885.0,Free Hotel Meal
48,476124,True,False,False,34,,0.1333333333333333,0.0,0.0003107909344363,1.0,0.3525345622119815,,2063.0,3069.0,1442.0,1233.0,4485.5,1233.0,Night Free Hotel with Flight
49,511331,True,False,True,47,0.0014361632459697,0.1142857142857142,0.125,0.0003655364885115,0.75,0.3559907834101382,443.0,2404.5,593.0,1404.0,2995.5,4394.5,443.0,Free Hotel Meal
50,512301,True,False,False,42,0.000293998801711,0.25,0.0,,0.4,0.3197004608294931,1016.5,277.5,3069.0,,4737.0,5111.5,277.5,Free Checked Bag
51,619983,True,True,False,84,,,0.0,,0.0,0.4043778801843317,,,3069.0,,5283.5,3102.0,3069.0,No Cancellation Fee
52,525546,True,True,True,44,2.6374300085e-06,0.1,0.0,,0.6666666666666666,0.4043778801843317,1643.0,2866.5,3069.0,,3514.5,3102.0,1643.0,Free Hotel Meal
53,523077,True,False,False,31,0.0001651934572136,0.2,0.0,,0.25,0.4735023041474654,1233.0,913.5,3069.0,,4995.0,1313.0,913.5,Free Checked Bag
54,516273,True,False,True,41,,0.1,0.0,,1.0,0.3369815668202764,,2866.5,3069.0,,1233.0,4802.5,1233.0,Night Free Hotel with Flight
55,626520,True,False,False,45,,0.0,0.0,,1.0,0.3819124423963134,,4635.0,3069.0,,1233.0,3696.0,1233.0,Night Free Hotel with Flight
56,545446,True,True,True,55,,0.0,0.0,,0.3333333333333333,0.4855990783410138,,4635.0,3069.0,,4862.5,1079.0,1079.0,Active Searcher
57,560508,True,False,False,53,,0.0,0.0,,0.0,0.2747695852534562,,4635.0,3069.0,,5283.5,5658.5,3069.0,No Cancellation Fee
58,547594,True,False,False,16,,0.2,0.5,,1.0,0.3611751152073733,,913.5,52.0,,1233.0,4269.0,52.0,No Cancellation Fee
59,537580,True,False,False,17,0.0008117529246913,0.1,0.0,,0.5,0.4821428571428571,658.0,2866.5,3069.0,,4343.5,1139.5,658.0,Free Hotel Meal
60,548967,True,False,False,38,,0.0666666666666666,0.0,,1.0,0.3490783410138248,,3647.5,3069.0,,1233.0,4550.0,1233.0,Night Free Hotel with Flight
61,526372,True,False,True,46,,0.1,0.0,,1.0,0.506336405529954,,2866.5,3069.0,,1233.0,731.0,731.0,Active Searcher
62,485891,True,False,True,32,0.0002069138485975,0.0,0.3333333333333333,,0.6666666666666666,0.4707810051843318,1151.0,4635.0,175.5,,3514.5,1379.0,175.5,No Cancellation Fee
63,565459,True,False,False,28,0.0041458011119006,0.0666666666666666,0.0,0.0023015707172157,1.0,0.309331797235023,190.0,3647.5,3069.0,753.0,1233.0,5279.5,190.0,Free Hotel Meal
64,524180,True,False,False,56,0.0008738684761758,0.2,0.0,0.0007444615023868,1.0,0.4182027649769585,632.0,913.5,3069.0,1218.0,1233.0,2687.0,632.0,Free Hotel Meal
65,560273,False,True,False,57,5.59665965342e-05,0.0,0.0,,0.6666666666666666,0.314516129032258,1476.0,4635.0,3069.0,,3514.5,5196.5,1476.0,Free Hotel Meal
66,472394,True,False,False,41,,0.2,0.0,,0.5,0.4112903225806451,,913.5,3069.0,,4343.5,2889.5,913.5,Free Checked Bag
67,536034,True,True,True,55,,0.0,0.0,,0.5,0.4907834101382489,,4635.0,3069.0,,4343.5,987.0,987.0,Active Searcher
68,550068,True,False,True,38,3.74465298387e-05,0.1,0.0,,0.5,0.1987327188940092,1531.0,2866.5,3069.0,,4343.5,5967.5,1531.0,Free Hotel Meal
69,617506,True,True,False,43,,0.2,0.0,,1.0,0.390552995391705,,913.5,3069.0,,1233.0,3463.5,913.5,Free Checked Bag
70,513397,True,False,False,53,4.98284268087e-05,0.1,0.0,,0.6,0.3715437788018433,1491.5,2866.5,3069.0,,3890.0,3980.0,1491.5,Free Hotel Meal
71,550221,True,True,False,38,,0.1333333333333333,0.0,0.0020190550986694,1.0,0.506336405529954,,2063.0,3069.0,830.0,1233.0,731.0,731.0,Active Searcher
72,587134,True,False,False,39,,0.0,0.0,0.0180343531566121,1.0,0.2644009216589861,,4635.0,3069.0,125.0,1233.0,5737.5,125.0,Exclusive Discount
73,340166,False,True,True,50,,,0.0,,0.0,0.506336405529954,,,3069.0,,5283.5,731.0,731.0,Active Searcher
74,549764,True,False,False,38,,0.0,0.0,0.0403483464468419,0.3333333333333333,0.5097926267281105,,4635.0,3069.0,40.0,4862.5,677.0,40.0,Exclusive Discount
75,541034,True,False,False,17,0.0029820674664548,,0.0,,0.0,0.4475806451612903,241.0,,3069.0,,5283.5,1901.5,241.0,Free Hotel Meal
76,522118,True,True,False,50,,0.1333333333333333,0.0,,0.6666666666666666,0.3974654377880184,,2063.0,3069.0,,3514.5,3284.0,2063.0,Free Checked Bag
77,665676,False,False,True,34,,0.2,0.0,,1.0,0.39573732718894,,913.5,3069.0,,1233.0,3331.0,913.5,Free Checked Bag
78,601673,True,True,True,39,,0.0,0.0,0.0001231428547329,0.8,0.3559907834101382,,4635.0,3069.0,1600.0,2675.5,4394.5,1600.0,Exclusive Discount
79,603033,True,False,False,72,,0.2,0.5,0.0272769799555415,0.5,0.3266129032258064,,913.5,52.0,82.0,4343.5,4995.5,52.0,No Cancellation Fee
80,647016,True,True,False,47,,,0.0,,0.0,0.2523041474654378,,,3069.0,,5283.5,5812.5,3069.0,No Cancellation Fee
81,528690,True,True,True,36,,0.1333333333333333,0.0,,1.0,0.3508064516129032,,2063.0,3069.0,,1233.0,4512.5,1233.0,Night Free Hotel with Flight
82,549141,True,True,True,27,0.0004409982025665,,0.0,,0.0,0.3991935483870967,878.0,,3069.0,,5283.5,3242.0,878.0,Free Hotel Meal
83,539953,False,True,True,35,,0.0,0.0,,1.0,0.3784562211981566,,4635.0,3069.0,,1233.0,3792.5,1233.0,Night Free Hotel with Flight
84,512201,True,True,False,52,0.0002995722387103,0.15,0.0,,0.75,0.3542626728110599,1008.0,1704.5,3069.0,,2995.5,4445.5,1008.0,Free Hotel Meal
85,532835,False,False,True,42,,0.2,0.0,,0.0,0.4112903225806451,,913.5,3069.0,,5283.5,2889.5,913.5,Free Checked Bag
86,544549,True,False,False,39,,0.2,0.0,0.0005635514381449,1.0,0.461405529953917,,913.5,3069.0,1296.0,1233.0,1591.0,913.5,Free Checked Bag
87,541672,True,True,False,43,,0.1,0.0,,1.0,0.5633640552995391,,2866.5,3069.0,,1233.0,227.5,227.5,Active Searcher
88,576136,True,False,False,51,0.002233415541529,0.1,0.0,0.0013117699772453,0.6666666666666666,0.2782258064516129,315.0,2866.5,3069.0,1018.0,3514.5,5630.0,315.0,Free Hotel Meal
89,512848,True,False,False,35,0.0003720269197007,0.0,0.0,,0.6666666666666666,0.4182027649769585,950.0,4635.0,3069.0,,3514.5,2687.0,950.0,Free Hotel Meal
90,600078,True,False,False,56,0.0010094887764912,0.2,0.0,0.0012966597678016,0.6666666666666666,0.4821428571428571,573.0,913.5,3069.0,1020.0,3514.5,1139.5,573.0,Free Hotel Meal
91,516301,True,False,False,26,,0.16,0.1666666666666666,,0.8333333333333334,0.4316281365207373,,1572.5,551.5,,2526.5,2321.0,551.5,No Cancellation Fee
92,567778,True,False,True,43,,0.0666666666666666,0.0,,0.75,0.2730414746543779,,3647.5,3069.0,,2995.5,5671.0,2995.5,Night Free Hotel with Flight
93,535610,True,True,False,36,7.08290951989e-05,0.2,0.0,,0.6666666666666666,0.3888248847926266,1435.5,913.5,3069.0,,3514.5,3505.5,913.5,Free Checked Bag
94,539912,True,True,False,55,,0.08,0.0,,0.8,0.4182027649769585,,3380.0,3069.0,,2675.5,2687.0,2675.5,Night Free Hotel with Flight
95,531926,True,False,False,28,,0.1,0.0,0.0156607498613841,0.0,0.2868663594470045,,2866.5,3069.0,159.0,5283.5,5546.5,159.0,Exclusive Discount
96,512447,True,False,False,20,,0.2,0.0,0.1382865489991011,0.5,0.3127880184331797,,913.5,3069.0,5.0,4343.5,5233.5,5.0,Exclusive Discount
97,698573,True,False,False,36,,0.0,0.0,0.0031427718598031,1.0,0.3456221198156682,,4635.0,3069.0,640.0,1233.0,4634.0,640.0,Exclusive Discount
98,545634,True,False,False,44,,0.0,0.0,0.0005203318289232,1.0,0.3231566820276497,,4635.0,3069.0,1325.0,1233.0,5051.5,1233.0,Night Free Hotel with Flight
99,527726,True,True,True,47,,0.1,0.0,0.0003291288212448,0.0,0.3819124423963134,,2866.5,3069.0,1424.0,5283.5,3696.0,1424.0,Exclusive Discount
100,545089,True,False,False,17,,0.0,0.5,,1.0,0.4358884873271889,,4635.0,52.0,,1233.0,2186.0,52.0,No Cancellation Fee
101,547836,True,True,False,47,,0.0,0.0,,0.3333333333333333,0.3369815668202764,,4635.0,3069.0,,4862.5,4802.5,3069.0,No Cancellation Fee
102,521295,True,False,True,40,0.0010251640680516,0.1,0.0,0.0136709177783268,1.0,0.3732718894009216,570.0,2866.5,3069.0,178.0,1233.0,3930.0,178.0,Exclusive Discount
103,671367,True,False,False,37,,0.16,0.0,0.0001235886753908,0.7142857142857143,0.4873271889400921,,1572.5,3069.0,1599.0,3214.0,1050.5,1050.5,Active Searcher
104,463783,True,False,False,49,,0.1333333333333333,0.0,,0.25,0.4026497695852535,,2063.0,3069.0,,4995.0,3124.0,2063.0,Free Checked Bag
105,639571,True,False,False,40,0.0005747606905488,0.1,0.0,,0.6666666666666666,0.506336405529954,765.5,2866.5,3069.0,,3514.5,731.0,731.0,Active Searcher
106,511998,True,False,False,41,,0.0,0.0,,1.0,0.3784562211981566,,4635.0,3069.0,,1233.0,3792.5,1233.0,Night Free Hotel with Flight
107,522438,False,True,True,54,0.0002064122392676,0.08,0.0,,1.0,0.4752304147465438,1152.0,3380.0,3069.0,,1233.0,1274.0,1152.0,Free Hotel Meal
108,542358,False,True,False,37,,0.0,0.0,,0.6666666666666666,0.456221198156682,,4635.0,3069.0,,3514.5,1701.0,1701.0,Active Searcher
109,636739,True,False,True,34,,0.2,0.0,,1.0,0.3456221198156682,,913.5,3069.0,,1233.0,4634.0,913.5,Free Checked Bag
110,374341,True,False,False,25,,,0.0,,0.0,0.527073732718894,,,3069.0,,5283.5,483.0,483.0,Active Searcher
111,652416,True,True,True,41,,0.1,0.0,,1.0,0.4026497695852534,,2866.5,3069.0,,1233.0,3148.5,1233.0,Night Free Hotel with Flight
112,522427,False,False,False,24,,0.1,0.0,0.0045776062464206,0.6666666666666666,0.3006912442396313,,2866.5,3069.0,487.0,3514.5,5394.0,487.0,Exclusive Discount
113,617407,True,True,True,41,,0.0,0.0,0.0011662203741321,1.0,0.5028801843317972,,4635.0,3069.0,1055.0,1233.0,787.0,787.0,Active Searcher
114,631201,True,False,False,25,0.0184891805654251,0.0,0.0,,0.5,0.2972350230414746,31.0,4635.0,3069.0,,4343.5,5433.5,31.0,Free Hotel Meal
115,557055,True,False,False,48,,0.1,0.0,,1.0,0.4769585253456221,,2866.5,3069.0,,1233.0,1234.5,1233.0,Night Free Hotel with Flight
116,548434,True,True,False,42,0.0013391177647332,0.0,0.0,0.001696293679348,0.3333333333333333,0.435483870967742,465.0,4635.0,3069.0,925.0,4862.5,2189.5,465.0,Free Hotel Meal
117,567458,True,False,False,17,,0.2,0.0,,1.0,0.4389400921658986,,913.5,3069.0,,1233.0,2118.5,913.5,Free Checked Bag
118,526062,False,True,False,44,6.70554138973e-05,0.1,0.0,0.0059576948673992,0.6,0.4406682027649769,1449.0,2866.5,3069.0,422.0,3890.0,2073.0,422.0,Exclusive Discount
119,566008,True,False,False,37,0.0007949114520196,0.12,0.0,,1.0,0.4665898617511521,664.0,2359.0,3069.0,,1233.0,1454.0,664.0,Free Hotel Meal
120,520097,True,True,False,51,,0.1,0.0,0.0011625500737462,0.75,0.3197004608294931,,2866.5,3069.0,1056.0,2995.5,5111.5,1056.0,Exclusive Discount
121,621849,True,True,True,52,,0.0666666666666666,0.0,0.0016999344268999,1.0,0.4994239631336405,,3647.5,3069.0,924.0,1233.0,833.0,833.0,Active Searcher
122,575554,True,True,False,44,,0.2,0.3333333333333333,0.0023087551718634,0.3333333333333333,0.5443548387096774,,913.5,175.5,751.0,4862.5,339.0,175.5,No Cancellation Fee
123,564534,True,True,False,45,0.0005100766669131,0.0,0.0,,1.0,0.3991935483870967,817.0,4635.0,3069.0,,1233.0,3242.0,817.0,Free Hotel Meal
124,513569,True,False,False,17,0.0010627847677966,0.2,0.0,,0.5,0.4043778801843318,559.0,913.5,3069.0,,4343.5,3080.5,559.0,Free Hotel Meal
125,532361,True,False,False,45,,0.1333333333333333,0.0,0.0058305180752658,0.5,0.5236175115207373,,2063.0,3069.0,428.0,4343.5,519.0,428.0,Exclusive Discount
126,512495,True,False,False,38,,0.1,0.0,,0.6666666666666666,0.2782258064516129,,2866.5,3069.0,,3514.5,5630.0,2866.5,Free Checked Bag
127,632461,True,False,False,55,,0.2,0.0,0.0317051557758749,1.0,0.3888248847926266,,913.5,3069.0,66.0,1233.0,3505.5,66.0,Exclusive Discount
128,537227,True,False,True,30,,0.0,0.0,,1.0,0.4199308755760368,,4635.0,3069.0,,1233.0,2636.5,1233.0,Night Free Hotel with Flight
129,603100,True,False,True,25,,,0.0,,0.0,0.4959677419354839,,,3069.0,,5283.5,887.5,887.5,Active Searcher
130,375729,True,False,False,52,,0.0666666666666666,0.0,0.0108042128530082,1.0,0.3611751152073733,,3647.5,3069.0,220.0,1233.0,4269.0,220.0,Exclusive Discount
131,514053,True,True,True,42,6.55903376273e-05,0.0,0.0,0.0090674465485684,0.5,0.3784562211981566,1450.0,4635.0,3069.0,249.0,4343.5,3792.5,249.0,Exclusive Discount
132,517076,True,False,False,38,1.39172000363e-05,0.0,0.0,,0.4,0.4389400921658986,1613.0,4635.0,3069.0,,4737.0,2118.5,1613.0,Free Hotel Meal
133,494484,True,False,False,17,0.000971488069678,0.2,0.0,0.0171702208442304,0.3333333333333333,0.3231566820276497,587.0,913.5,3069.0,137.0,4862.5,5051.5,137.0,Exclusive Discount
134,562886,True,True,False,46,,0.2,0.0,,1.0,0.4579493087557603,,913.5,3069.0,,1233.0,1663.0,913.5,Free Checked Bag
135,316527,True,True,True,41,2.03778790285e-05,0.05,0.0,,1.0,0.5529953917050691,1589.5,3951.0,3069.0,,1233.0,289.5,289.5,Active Searcher
136,651941,True,True,True,56,,,0.0,,0.0,0.4285714285714286,,,3069.0,,5283.5,2396.0,2396.0,Active Searcher
137,499375,True,False,False,42,0.0004251975086736,0.12,0.0,,1.0,0.4838709677419355,896.0,2359.0,3069.0,,1233.0,1105.0,896.0,Free Hotel Meal
138,570988,True,True,False,66,,0.0,0.0,,1.0,0.2246543778801843,,4635.0,3069.0,,1233.0,5923.5,1233.0,Night Free Hotel with Flight
139,495727,True,True,False,47,,0.2333333333333333,0.0,,1.0,0.3490783410138248,,301.5,3069.0,,1233.0,4550.0,301.5,Free Checked Bag
140,513322,True,False,False,50,,0.2,0.0,,1.0,0.4423963133640552,,913.5,3069.0,,1233.0,2031.5,913.5,Free Checked Bag
141,600304,True,True,False,56,,0.2,0.0,,1.0,0.3784562211981566,,913.5,3069.0,,1233.0,3792.5,913.5,Free Checked Bag
142,579714,True,True,False,85,,,0.0,,0.0,0.3490783410138248,,,3069.0,,5283.5,4550.0,3069.0,No Cancellation Fee
143,556347,True,False,False,40,,0.15,0.0,,0.5,0.2523041474654378,,1704.5,3069.0,,4343.5,5812.5,1704.5,Free Checked Bag
144,566061,False,True,True,52,,0.1333333333333333,0.0,,1.0,0.314516129032258,,2063.0,3069.0,,1233.0,5196.5,1233.0,Night Free Hotel with Flight
145,511577,True,True,False,42,,0.0,0.0,0.0081005508379841,0.5,0.4925115207373272,,4635.0,3069.0,292.0,4343.5,952.5,292.0,Exclusive Discount
146,535595,True,True,True,52,,0.4,0.0,,0.5,0.2108294930875576,,85.0,3069.0,,4343.5,5951.0,85.0,Free Checked Bag
147,531994,True,True,False,43,,0.1,0.0,,1.0,0.3577188940092165,,2866.5,3069.0,,1233.0,4355.5,1233.0,Night Free Hotel with Flight
148,550627,True,True,False,70,,0.2,0.0,,0.0,0.5616359447004609,,913.5,3069.0,,5283.5,238.0,238.0,Active Searcher
149,534840,True,False,False,45,0.002309353620644,0.0,0.0,0.0004992370589193,0.75,0.4043778801843318,301.0,4635.0,3069.0,1339.0,2995.5,3080.5,301.0,Free Hotel Meal
150,539460,False,False,False,48,,0.2,0.0,,1.0,0.4631336405529954,,913.5,3069.0,,1233.0,1549.0,913.5,Free Checked Bag
151,483982,True,False,False,17,,0.1,0.0,,1.0,0.3456221198156682,,2866.5,3069.0,,1233.0,4634.0,1233.0,Night Free Hotel with Flight
152,562814,False,False,False,16,,,0.0,,0.0,0.5046082949308756,,,3069.0,,5283.5,760.0,760.0,Active Searcher
153,573378,True,True,True,44,,0.04,0.0,,1.0,0.3611751152073733,,4056.0,3069.0,,1233.0,4269.0,1233.0,Night Free Hotel with Flight
154,581685,True,True,True,57,,0.2,0.0,,1.0,0.3162442396313364,,913.5,3069.0,,1233.0,5161.5,913.5,Free Checked Bag
155,490576,False,True,False,56,0.0057308865944906,0.1,0.0,,1.0,0.4354838709677419,132.0,2866.5,3069.0,,1233.0,2211.0,132.0,Free Hotel Meal
156,596863,True,True,True,38,,0.2,0.25,,0.75,0.4365181071428571,,913.5,319.5,,2995.5,2185.0,319.5,No Cancellation Fee
157,552506,True,True,False,49,,0.0,0.0,0.035841176906057,0.0,0.471774193548387,,4635.0,3069.0,53.0,5283.5,1362.0,53.0,Exclusive Discount
158,431746,True,False,False,40,0.0036178572921456,0.4,0.0,,1.0,0.2402073732718894,212.0,85.0,3069.0,,1233.0,5872.0,85.0,Free Checked Bag
159,536467,True,True,False,34,,0.1,0.0,,1.0,0.5391705069124424,,2866.5,3069.0,,1233.0,380.5,380.5,Active Searcher
160,491241,True,True,True,50,,0.0,0.0,0.0009472658258509,0.6666666666666666,0.4199308755760368,,4635.0,3069.0,1137.0,3514.5,2636.5,1137.0,Exclusive Discount
161,549292,True,False,True,45,,0.1333333333333333,0.0,,1.0,0.4735023041474654,,2063.0,3069.0,,1233.0,1313.0,1233.0,Night Free Hotel with Flight
162,469824,True,False,False,51,0.000293998801711,0.2,0.0,,0.6666666666666666,0.4182027649769585,1016.5,913.5,3069.0,,3514.5,2687.0,913.5,Free Checked Bag
163,525176,True,False,False,70,,0.2,0.0,,1.0,0.4994239631336405,,913.5,3069.0,,1233.0,833.0,833.0,Active Searcher
164,557794,True,False,True,45,,0.2,0.0,0.0005794780125369,0.75,0.4527649769585253,,913.5,3069.0,1293.0,2995.5,1778.0,913.5,Free Checked Bag
165,587459,True,True,False,48,,0.05,0.0,,0.5,0.3006912442396313,,3951.0,3069.0,,4343.5,5394.0,3069.0,No Cancellation Fee
166,516290,False,False,False,44,,0.0,0.0,,0.6666666666666666,0.1987327188940092,,4635.0,3069.0,,3514.5,5967.5,3069.0,No Cancellation Fee
167,661614,True,False,False,67,,,0.0,,0.0,0.4769585253456221,,,3069.0,,5283.5,1234.5,1234.5,Active Searcher
168,527280,True,False,False,47,,0.2,0.0,,0.0,0.4994239631336405,,913.5,3069.0,,5283.5,833.0,833.0,Active Searcher
169,531971,True,True,True,58,,0.2,0.0,,1.0,0.4009216589861751,,913.5,3069.0,,1233.0,3196.0,913.5,Free Checked Bag
170,548307,True,True,True,50,,0.0,0.0,,1.0,0.4061059907834101,,4635.0,3069.0,,1233.0,3048.0,1233.0,Night Free Hotel with Flight
